user_id,cohort,signup_date,user_type,age_group,completed_first_song,time_to_first_song_minutes,shared_recording,used_recommended_playlist,days_active_week_1,songs_completed_week_1
control_user_0674,control,2024-10-25,年轻用户,25-34岁,True,8,False,True,7,1
control_user_0675,control,2024-10-31,年轻用户,35-44岁,False,,False,False,1,0
control_user_0676,control,2024-10-07,年轻用户,18-24岁,False,,False,False,0,0
control_user_0677,control,2024-10-10,年轻用户,18-24岁,True,21,False,True,2,4
control_user_0678,control,2024-10-21,年轻用户,18-24岁,False,,False,False,0,0
control_user_0679,control,2024-11-18,年轻用户,25-34岁,False,,False,False,3,0
control_user_0680,control,2024-10-21,年轻用户,25-34岁,False,,False,False,1,0
control_user_0681,control,2024-11-28,年轻用户,18-24岁,True,15,False,False,0,5
control_user_0682,control,2024-11-01,年轻用户,45岁以上,True,18,False,False,1,4
control_user_0683,control,2024-11-03,年轻用户,35-44岁,True,16,False,False,5,2
control_user_0684,control,2024-10-30,年轻用户,45岁以上,True,36,False,False,2,1
control_user_0685,control,2024-10-05,年轻用户,45岁以上,False,,True,False,0,0
control_user_0686,control,2024-11-04,年轻用户,18-24岁,False,,True,False,0,0
control_user_0687,control,2024-10-23,年轻用户,18-24岁,False,,False,False,0,0
control_user_0688,control,2024-10-18,年轻用户,25-34岁,True,21,False,False,3,1
control_user_0689,control,2024-10-07,年轻用户,25-34岁,False,,False,False,0,0
control_user_0690,control,2024-10-22,年轻用户,45岁以上,False,,False,False,3,0
control_user_0691,control,2024-10-14,年轻用户,45岁以上,True,30,False,False,6,3
control_user_0692,control,2024-10-09,年轻用户,18-24岁,False,,False,False,0,0
control_user_0693,control,2024-10-16,年轻用户,18-24岁,False,,False,False,0,0
control_user_0694,control,2024-11-23,年轻用户,35-44岁,False,,False,False,1,0
control_user_0695,control,2024-11-30,年轻用户,25-34岁,False,,False,False,0,0
control_user_0696,control,2024-11-01,年轻用户,45岁以上,False,,False,False,2,0
control_user_0697,control,2024-10-12,年轻用户,35-44岁,True,10,False,False,6,4
control_user_0698,control,2024-11-29,年轻用户,25-34岁,False,,True,False,0,0
control_user_0699,control,2024-11-07,年轻用户,18-24岁,True,4,False,False,3,1
control_user_0700,control,2024-10-18,年轻用户,35-44岁,False,,False,False,1,0
control_user_0701,control,2024-11-08,年轻用户,45岁以上,False,,False,False,2,0
control_user_0702,control,2024-10-03,年轻用户,18-24岁,True,17,False,False,6,1
control_user_0703,control,2024-10-21,年轻用户,18-24岁,True,25,False,True,4,2
control_user_0704,control,2024-11-03,年轻用户,35-44岁,True,13,True,False,5,1
control_user_0705,control,2024-10-18,年轻用户,18-24岁,False,,False,False,1,0
control_user_0706,control,2024-10-20,年轻用户,18-24岁,True,8,False,False,6,2
control_user_0707,control,2024-10-21,年轻用户,25-34岁,False,,False,False,1,0
control_user_0708,control,2024-11-10,年轻用户,25-34岁,True,8,False,False,4,2
control_user_0709,control,2024-10-25,年轻用户,18-24岁,False,,False,False,0,0
control_user_0710,control,2024-11-23,年轻用户,25-34岁,True,13,False,False,2,2
control_user_0711,control,2024-11-23,年轻用户,45岁以上,False,,False,True,1,0
control_user_0712,control,2024-10-10,年轻用户,45岁以上,False,,False,False,0,0
control_user_0713,control,2024-10-14,年轻用户,35-44岁,True,28,False,False,4,4
control_user_0714,control,2024-10-31,年轻用户,25-34岁,True,9,False,True,3,3
control_user_0715,control,2024-10-31,年轻用户,45岁以上,True,17,False,False,7,3
control_user_0716,control,2024-11-16,年轻用户,45岁以上,True,12,False,False,7,5
control_user_0717,control,2024-10-27,年轻用户,18-24岁,True,10,False,False,1,2
control_user_0718,control,2024-10-09,年轻用户,25-34岁,False,,False,True,0,0
control_user_0719,control,2024-11-21,年轻用户,25-34岁,True,10,False,False,5,3
control_user_0720,control,2024-10-10,年轻用户,25-34岁,False,,False,False,0,0
control_user_0721,control,2024-10-07,年轻用户,35-44岁,False,,False,False,2,0
control_user_0722,control,2024-11-23,年轻用户,45岁以上,False,,False,False,0,0
control_user_0723,control,2024-11-18,年轻用户,35-44岁,False,,False,False,0,0
control_user_0724,control,2024-11-08,年轻用户,45岁以上,True,10,False,False,4,1
control_user_0725,control,2024-11-09,年轻用户,18-24岁,False,,False,True,0,0
control_user_0726,control,2024-10-13,年轻用户,45岁以上,True,4,False,False,2,1
control_user_0727,control,2024-10-12,年轻用户,45岁以上,True,17,True,False,6,2
control_user_0728,control,2024-10-09,年轻用户,35-44岁,False,,False,False,0,0
control_user_0729,control,2024-10-28,年轻用户,45岁以上,False,,False,False,1,0
control_user_0730,control,2024-11-02,年轻用户,45岁以上,True,9,False,False,3,2
control_user_0731,control,2024-10-01,年轻用户,25-34岁,True,19,False,False,6,1
control_user_0732,control,2024-10-30,年轻用户,45岁以上,True,18,False,False,2,1
control_user_0733,control,2024-10-29,年轻用户,18-24岁,True,11,True,False,7,2
control_user_0734,control,2024-10-28,年轻用户,45岁以上,False,,False,False,0,0
control_user_0735,control,2024-10-03,年轻用户,45岁以上,True,21,False,False,6,4
control_user_0736,control,2024-10-28,年轻用户,35-44岁,True,14,False,True,5,3
control_user_0737,control,2024-11-09,年轻用户,35-44岁,False,,False,False,1,0
control_user_0738,control,2024-11-06,年轻用户,35-44岁,False,,False,False,1,0
control_user_0739,control,2024-10-18,年轻用户,25-34岁,False,,True,False,0,0
control_user_0740,control,2024-10-18,年轻用户,35-44岁,True,14,False,False,3,1
control_user_0741,control,2024-10-15,年轻用户,35-44岁,True,16,False,False,1,4
control_user_0742,control,2024-10-21,年轻用户,35-44岁,True,12,False,False,4,2
control_user_0743,control,2024-11-10,年轻用户,18-24岁,False,,False,True,1,0
control_user_0744,control,2024-10-20,年轻用户,35-44岁,True,7,False,False,1,8
control_user_0745,control,2024-11-05,年轻用户,35-44岁,False,,False,False,0,0
control_user_0746,control,2024-11-08,年轻用户,45岁以上,False,,False,False,0,0
control_user_0747,control,2024-11-06,年轻用户,18-24岁,True,38,False,False,4,3
control_user_0748,control,2024-11-10,年轻用户,35-44岁,True,34,False,False,5,1
control_user_0749,control,2024-10-11,年轻用户,45岁以上,False,,False,False,0,0
control_user_0750,control,2024-11-18,年轻用户,35-44岁,False,,False,False,0,0
control_user_0751,control,2024-10-27,年轻用户,45岁以上,True,10,False,False,3,4
control_user_0752,control,2024-10-11,年轻用户,25-34岁,False,,False,True,0,0
control_user_0753,control,2024-11-05,年轻用户,45岁以上,False,,False,False,0,0
control_user_0754,control,2024-10-12,年轻用户,25-34岁,False,,False,False,0,0
control_user_0755,control,2024-11-27,年轻用户,18-24岁,True,13,False,False,0,3
control_user_0756,control,2024-11-25,年轻用户,35-44岁,False,,False,False,3,0
control_user_0757,control,2024-11-17,年轻用户,18-24岁,True,42,False,True,4,2
control_user_0758,control,2024-10-29,年轻用户,18-24岁,False,,False,False,0,0
control_user_0759,control,2024-10-24,年轻用户,18-24岁,True,20,False,True,4,3
control_user_0760,control,2024-10-24,年轻用户,25-34岁,True,22,False,True,5,4
control_user_0761,control,2024-11-18,年轻用户,25-34岁,True,12,False,False,4,1
control_user_0762,control,2024-11-26,年轻用户,25-34岁,True,18,False,False,1,2
control_user_0763,control,2024-10-10,年轻用户,25-34岁,False,,False,False,0,0
control_user_0764,control,2024-11-07,年轻用户,25-34岁,True,12,False,False,2,1
control_user_0765,control,2024-11-07,年轻用户,25-34岁,False,,False,False,2,0
control_user_0766,control,2024-11-11,年轻用户,45岁以上,True,16,True,False,3,1
control_user_0767,control,2024-11-11,年轻用户,18-24岁,True,12,True,False,4,5
control_user_0768,control,2024-11-12,年轻用户,35-44岁,True,23,False,False,3,2
control_user_0769,control,2024-11-06,年轻用户,45岁以上,False,,False,False,0,0
control_user_0770,control,2024-10-15,年轻用户,25-34岁,False,,False,True,0,0
control_user_0771,control,2024-10-06,年轻用户,35-44岁,False,,False,False,2,0
control_user_0772,control,2024-11-03,年轻用户,25-34岁,True,9,False,True,5,2
control_user_0773,control,2024-10-08,年轻用户,45岁以上,True,8,False,False,0,5
control_user_0774,control,2024-11-19,年轻用户,45岁以上,False,,False,False,1,0
control_user_0775,control,2024-10-17,年轻用户,18-24岁,False,,False,False,0,0
control_user_0776,control,2024-11-02,年轻用户,45岁以上,True,10,False,False,2,2
control_user_0777,control,2024-11-01,年轻用户,25-34岁,True,18,False,False,5,3
control_user_0778,control,2024-10-13,年轻用户,25-34岁,False,,False,False,0,0
control_user_0779,control,2024-11-19,年轻用户,35-44岁,False,,True,False,0,0
control_user_0780,control,2024-10-21,年轻用户,25-34岁,True,24,False,False,4,3
control_user_0781,control,2024-10-15,年轻用户,35-44岁,False,,False,False,0,0
control_user_0782,control,2024-10-20,年轻用户,25-34岁,True,12,False,False,4,5
control_user_0783,control,2024-11-11,年轻用户,35-44岁,False,,False,False,0,0
control_user_0784,control,2024-10-14,年轻用户,25-34岁,False,,False,False,0,0
control_user_0785,control,2024-11-20,年轻用户,45岁以上,True,18,False,False,7,2
control_user_0786,control,2024-11-30,年轻用户,45岁以上,False,,True,False,1,0
control_user_0787,control,2024-10-16,年轻用户,45岁以上,True,7,False,False,6,1
control_user_0788,control,2024-10-21,年轻用户,18-24岁,False,,False,False,2,0
control_user_0789,control,2024-11-06,年轻用户,35-44岁,True,6,False,False,3,2
control_user_0790,control,2024-11-25,年轻用户,18-24岁,False,,False,False,1,0
control_user_0791,control,2024-11-17,年轻用户,45岁以上,False,,False,False,0,0
control_user_0792,control,2024-10-13,年轻用户,35-44岁,False,,False,False,1,0
control_user_0793,control,2024-10-09,年轻用户,18-24岁,True,8,True,False,3,1
control_user_0794,control,2024-11-02,年轻用户,18-24岁,False,,False,False,0,0
control_user_0795,control,2024-11-10,年轻用户,35-44岁,True,4,True,False,5,2
control_user_0796,control,2024-11-18,年轻用户,25-34岁,True,17,False,False,2,1
control_user_0797,control,2024-11-03,年轻用户,45岁以上,False,,False,False,2,0
control_user_0798,control,2024-11-06,年轻用户,45岁以上,True,7,False,False,3,3
control_user_0799,control,2024-11-19,年轻用户,25-34岁,False,,False,False,1,0
control_user_0800,control,2024-10-13,年轻用户,25-34岁,False,,False,False,0,0
control_user_0801,control,2024-11-19,年轻用户,18-24岁,True,12,False,False,6,7
control_user_0802,control,2024-11-19,年轻用户,25-34岁,True,15,False,False,4,2
control_user_0803,control,2024-10-29,年轻用户,45岁以上,True,11,True,False,4,2
control_user_0804,control,2024-11-30,年轻用户,18-24岁,False,,False,False,0,0
control_user_0805,control,2024-10-14,年轻用户,25-34岁,False,,False,False,0,0
control_user_0806,control,2024-11-30,年轻用户,18-24岁,False,,True,False,0,0
control_user_0807,control,2024-10-23,年轻用户,18-24岁,True,16,False,False,3,5
control_user_0808,control,2024-11-30,年轻用户,18-24岁,False,,False,False,0,0
control_user_0809,control,2024-10-12,年轻用户,25-34岁,False,,False,False,1,0
control_user_0810,control,2024-10-04,年轻用户,18-24岁,False,,False,False,0,0
control_user_0811,control,2024-11-22,年轻用户,45岁以上,True,31,False,False,6,1
control_user_0812,control,2024-10-14,年轻用户,45岁以上,True,18,False,False,6,3
control_user_0813,control,2024-10-03,年轻用户,45岁以上,False,,False,False,0,0
control_user_0814,control,2024-10-01,年轻用户,18-24岁,True,4,False,False,6,3
control_user_0815,control,2024-10-20,年轻用户,18-24岁,False,,False,False,0,0
control_user_0816,control,2024-11-09,年轻用户,35-44岁,False,,True,False,1,0
control_user_0817,control,2024-10-09,年轻用户,25-34岁,True,16,True,True,6,1
control_user_0818,control,2024-11-16,年轻用户,25-34岁,False,,False,False,1,0
control_user_0819,control,2024-11-18,年轻用户,35-44岁,False,,False,False,0,0
control_user_0820,control,2024-11-17,年轻用户,18-24岁,False,,False,True,0,0
control_user_0821,control,2024-10-01,年轻用户,25-34岁,True,8,False,False,2,4
control_user_0822,control,2024-10-29,年轻用户,45岁以上,False,,False,False,0,0
control_user_0823,control,2024-11-11,年轻用户,35-44岁,False,,False,False,2,0
control_user_0824,control,2024-10-22,年轻用户,35-44岁,False,,False,False,1,0
control_user_0825,control,2024-11-18,年轻用户,35-44岁,False,,True,False,1,0
control_user_0826,control,2024-10-07,年轻用户,25-34岁,True,7,False,False,1,6
control_user_0827,control,2024-10-26,年轻用户,25-34岁,False,,False,False,0,0
control_user_0828,control,2024-11-19,年轻用户,25-34岁,True,13,False,False,4,1
control_user_0829,control,2024-10-24,年轻用户,25-34岁,True,20,False,False,2,5
control_user_0830,control,2024-10-18,年轻用户,25-34岁,True,22,False,False,3,2
control_user_0831,control,2024-10-17,年轻用户,18-24岁,False,,False,False,1,0
control_user_0832,control,2024-10-04,年轻用户,18-24岁,False,,False,False,0,0
control_user_0833,control,2024-10-26,年轻用户,25-34岁,False,,False,False,0,0
control_user_0834,control,2024-10-05,年轻用户,35-44岁,True,18,False,False,4,1
control_user_0835,control,2024-10-01,年轻用户,35-44岁,False,,False,False,1,0
control_user_0836,control,2024-10-15,年轻用户,45岁以上,False,,False,False,1,0
control_user_0837,control,2024-10-10,年轻用户,45岁以上,True,33,False,False,6,1
control_user_0838,control,2024-11-26,年轻用户,25-34岁,False,,False,False,0,0
control_user_0839,control,2024-10-06,年轻用户,18-24岁,False,,False,False,0,0
control_user_0840,control,2024-11-23,年轻用户,45岁以上,False,,False,True,0,0
control_user_0841,control,2024-11-23,年轻用户,35-44岁,False,,False,False,0,0
control_user_0842,control,2024-11-12,年轻用户,45岁以上,False,,False,True,0,0
control_user_0843,control,2024-10-16,年轻用户,45岁以上,False,,False,False,0,0
control_user_0844,control,2024-11-05,年轻用户,45岁以上,False,,False,False,2,0
control_user_0845,control,2024-10-03,年轻用户,45岁以上,False,,False,False,3,0
control_user_0846,control,2024-10-08,年轻用户,18-24岁,False,,False,False,1,0
control_user_0847,control,2024-11-22,年轻用户,45岁以上,True,16,False,False,6,4
control_user_0848,control,2024-11-12,年轻用户,45岁以上,False,,False,False,0,0
control_user_0849,control,2024-10-07,年轻用户,35-44岁,True,5,False,False,3,5
control_user_0850,control,2024-10-21,年轻用户,18-24岁,False,,False,False,1,0
control_user_0851,control,2024-11-05,年轻用户,25-34岁,False,,False,False,0,0
control_user_0852,control,2024-11-19,年轻用户,35-44岁,False,,False,False,0,0
control_user_0853,control,2024-10-21,年轻用户,25-34岁,False,,True,False,1,0
control_user_0854,control,2024-11-09,年轻用户,35-44岁,False,,False,False,0,0
control_user_0855,control,2024-10-23,年轻用户,45岁以上,True,5,False,True,2,2
control_user_0856,control,2024-11-18,年轻用户,35-44岁,False,,False,False,0,0
control_user_0857,control,2024-10-06,年轻用户,18-24岁,False,,False,False,1,0
control_user_0858,control,2024-11-15,年轻用户,25-34岁,True,5,False,False,4,6
control_user_0859,control,2024-10-15,年轻用户,35-44岁,True,9,False,False,5,1
control_user_0860,control,2024-10-10,年轻用户,25-34岁,True,6,False,False,2,3
control_user_0861,control,2024-11-10,年轻用户,45岁以上,False,,False,False,0,0
control_user_0862,control,2024-11-21,年轻用户,35-44岁,False,,False,False,2,0
control_user_0863,control,2024-10-21,年轻用户,25-34岁,False,,True,False,0,0
control_user_0864,control,2024-11-20,年轻用户,25-34岁,False,,False,False,1,0
control_user_0865,control,2024-11-04,年轻用户,45岁以上,True,19,False,False,6,2
control_user_0866,control,2024-10-30,年轻用户,18-24岁,False,,False,False,3,0
control_user_0867,control,2024-10-02,年轻用户,25-34岁,False,,False,True,0,0
control_user_0868,control,2024-10-05,年轻用户,25-34岁,False,,True,False,0,0
control_user_0869,control,2024-11-15,年轻用户,18-24岁,False,,False,False,0,0
control_user_0870,control,2024-10-14,年轻用户,45岁以上,False,,False,False,0,0
control_user_0871,control,2024-11-06,年轻用户,25-34岁,False,,False,False,1,0
control_user_0872,control,2024-11-25,年轻用户,35-44岁,True,13,True,False,2,3
control_user_0873,control,2024-11-08,年轻用户,25-34岁,False,,False,False,0,0
control_user_0874,control,2024-11-16,年轻用户,45岁以上,True,19,False,False,3,1
control_user_0875,control,2024-10-20,年轻用户,18-24岁,True,20,False,False,7,2
control_user_0876,control,2024-11-03,年轻用户,18-24岁,True,14,False,True,7,1
control_user_0877,control,2024-10-02,年轻用户,35-44岁,False,,False,False,0,0
control_user_0878,control,2024-10-13,年轻用户,25-34岁,False,,False,False,3,0
control_user_0879,control,2024-11-25,年轻用户,18-24岁,False,,False,False,0,0
control_user_0880,control,2024-11-15,年轻用户,45岁以上,False,,False,False,1,0
control_user_0881,control,2024-10-02,年轻用户,45岁以上,False,,False,False,1,0
control_user_0882,control,2024-11-21,年轻用户,18-24岁,False,,False,True,1,0
control_user_0883,control,2024-11-27,年轻用户,25-34岁,True,6,False,False,5,6
control_user_0884,control,2024-10-22,年轻用户,18-24岁,True,20,False,True,7,3
control_user_0885,control,2024-11-24,年轻用户,18-24岁,False,,False,False,0,0
control_user_0886,control,2024-11-18,年轻用户,45岁以上,False,,False,False,0,0
control_user_0887,control,2024-10-19,年轻用户,25-34岁,False,,False,False,0,0
control_user_0888,control,2024-11-01,年轻用户,18-24岁,True,10,False,False,3,1
control_user_0889,control,2024-10-20,年轻用户,18-24岁,False,,False,False,0,0
control_user_0890,control,2024-11-17,年轻用户,35-44岁,True,19,False,False,3,1
control_user_0891,control,2024-11-02,年轻用户,25-34岁,True,18,False,False,5,1
control_user_0892,control,2024-10-03,年轻用户,18-24岁,False,,False,False,2,0
control_user_0893,control,2024-11-27,年轻用户,18-24岁,True,38,False,False,5,1
control_user_0894,control,2024-11-09,年轻用户,25-34岁,False,,False,False,0,0
control_user_0895,control,2024-10-14,年轻用户,35-44岁,False,,False,False,0,0
control_user_0896,control,2024-10-27,年轻用户,18-24岁,False,,False,False,0,0
control_user_0897,control,2024-10-17,年轻用户,45岁以上,False,,False,False,1,0
control_user_0898,control,2024-10-09,年轻用户,45岁以上,False,,False,False,0,0
control_user_0899,control,2024-10-05,年轻用户,45岁以上,True,17,False,False,1,1
control_user_0900,control,2024-11-18,年轻用户,18-24岁,True,34,False,False,7,1
control_user_0901,control,2024-10-03,年轻用户,25-34岁,False,,False,False,1,0
control_user_0902,control,2024-10-28,年轻用户,25-34岁,False,,False,False,0,0
control_user_0903,control,2024-11-12,年轻用户,18-24岁,False,,False,False,0,0
control_user_0904,control,2024-10-03,年轻用户,35-44岁,False,,False,False,3,0
control_user_0905,control,2024-10-23,年轻用户,25-34岁,False,,False,True,0,0
control_user_0906,control,2024-11-02,年轻用户,35-44岁,True,7,False,False,4,2
control_user_0907,control,2024-11-05,年轻用户,25-34岁,False,,True,False,0,0
control_user_0908,control,2024-11-09,年轻用户,18-24岁,False,,False,False,0,0
control_user_0909,control,2024-11-13,年轻用户,18-24岁,True,14,False,False,1,1
control_user_0910,control,2024-11-29,年轻用户,45岁以上,False,,False,False,0,0
control_user_0911,control,2024-11-13,年轻用户,25-34岁,False,,False,False,1,0
control_user_0912,control,2024-11-28,年轻用户,45岁以上,False,,False,False,0,0
control_user_0913,control,2024-11-10,年轻用户,35-44岁,False,,False,False,0,0
control_user_0914,control,2024-10-24,年轻用户,25-34岁,False,,False,False,0,0
control_user_0915,control,2024-11-15,年轻用户,45岁以上,False,,False,False,0,0
control_user_0916,control,2024-10-14,年轻用户,35-44岁,False,,False,False,1,0
control_user_0917,control,2024-11-30,年轻用户,45岁以上,True,6,False,False,5,3
control_user_0918,control,2024-11-27,年轻用户,35-44岁,False,,False,False,0,0
control_user_0919,control,2024-10-14,年轻用户,35-44岁,True,10,False,False,3,1
control_user_0920,control,2024-11-12,年轻用户,25-34岁,True,7,False,False,3,3
control_user_0921,control,2024-11-11,年轻用户,25-34岁,True,11,False,False,7,4
control_user_0922,control,2024-11-13,年轻用户,18-24岁,True,13,False,False,7,2
control_user_0923,control,2024-10-20,年轻用户,25-34岁,False,,False,False,0,0
control_user_0924,control,2024-10-31,年轻用户,45岁以上,True,10,False,False,7,4
control_user_0925,control,2024-11-14,年轻用户,45岁以上,False,,False,False,3,0
control_user_0926,control,2024-11-28,年轻用户,25-34岁,True,10,False,False,2,6
control_user_0927,control,2024-10-29,年轻用户,25-34岁,False,,False,False,0,0
control_user_0928,control,2024-10-06,年轻用户,35-44岁,False,,True,False,0,0
control_user_0929,control,2024-11-28,年轻用户,45岁以上,True,38,False,False,5,1
control_user_0930,control,2024-10-02,年轻用户,45岁以上,False,,False,False,0,0
control_user_0931,control,2024-10-13,年轻用户,35-44岁,False,,False,False,0,0
control_user_0932,control,2024-11-27,年轻用户,35-44岁,True,12,False,False,7,3
control_user_0933,control,2024-11-05,年轻用户,35-44岁,True,23,False,False,0,2
control_user_0934,control,2024-11-14,年轻用户,35-44岁,True,31,False,False,1,1
control_user_0935,control,2024-10-18,年轻用户,35-44岁,True,16,False,False,5,2
control_user_0936,control,2024-10-05,年轻用户,25-34岁,True,5,True,True,4,4
control_user_0937,control,2024-10-10,年轻用户,18-24岁,False,,False,False,0,0
control_user_0938,control,2024-11-20,年轻用户,35-44岁,False,,False,True,0,0
control_user_0939,control,2024-10-12,年轻用户,18-24岁,True,22,False,True,2,2
control_user_0940,control,2024-11-15,年轻用户,25-34岁,False,,False,False,0,0
control_user_0941,control,2024-10-29,年轻用户,18-24岁,True,2,False,False,4,1
control_user_0942,control,2024-11-24,年轻用户,25-34岁,True,30,False,False,3,3
control_user_0943,control,2024-11-03,年轻用户,25-34岁,True,18,False,True,6,2
control_user_0944,control,2024-10-06,年轻用户,45岁以上,False,,False,False,3,0
control_user_0945,control,2024-10-21,年轻用户,18-24岁,False,,False,False,1,0
control_user_0946,control,2024-11-06,年轻用户,18-24岁,True,18,False,False,3,10
control_user_0947,control,2024-10-03,年轻用户,25-34岁,False,,False,False,0,0
control_user_0948,control,2024-10-30,年轻用户,45岁以上,False,,False,False,1,0
control_user_0949,control,2024-10-27,年轻用户,45岁以上,False,,False,False,0,0
control_user_0950,control,2024-10-26,年轻用户,25-34岁,True,23,False,False,7,1
control_user_0951,control,2024-10-02,年轻用户,25-34岁,False,,False,False,1,0
control_user_0952,control,2024-10-15,年轻用户,35-44岁,True,10,False,False,3,4
control_user_0953,control,2024-11-08,年轻用户,45岁以上,True,23,False,True,5,3
control_user_0954,control,2024-11-09,年轻用户,45岁以上,True,8,False,False,6,1
control_user_0955,control,2024-10-16,年轻用户,45岁以上,True,13,False,False,4,2
control_user_0956,control,2024-11-14,年轻用户,35-44岁,True,7,False,False,4,3
control_user_0957,control,2024-11-26,年轻用户,45岁以上,True,11,False,True,2,8
control_user_0958,control,2024-10-05,年轻用户,35-44岁,False,,False,False,0,0
control_user_0959,control,2024-10-24,年轻用户,25-34岁,False,,True,False,1,0
control_user_0960,control,2024-10-23,年轻用户,35-44岁,False,,False,False,0,0
control_user_0961,control,2024-11-01,年轻用户,35-44岁,False,,False,False,1,0
control_user_0962,control,2024-11-29,年轻用户,25-34岁,False,,True,False,1,0
control_user_0963,control,2024-11-03,年轻用户,25-34岁,False,,False,False,0,0
control_user_0964,control,2024-10-20,年轻用户,18-24岁,True,6,False,True,6,1
control_user_0965,control,2024-11-08,年轻用户,25-34岁,True,18,False,False,1,1
control_user_0966,control,2024-11-25,年轻用户,18-24岁,True,12,False,True,3,1
control_user_0967,control,2024-11-11,年轻用户,18-24岁,True,19,True,False,7,1
control_user_0968,control,2024-11-30,年轻用户,25-34岁,False,,True,False,0,0
control_user_0969,control,2024-10-27,年轻用户,18-24岁,True,3,False,False,2,1
control_user_0970,control,2024-10-08,年轻用户,25-34岁,False,,False,False,0,0
control_user_0971,control,2024-10-04,年轻用户,18-24岁,False,,False,False,0,0
control_user_0972,control,2024-11-30,年轻用户,25-34岁,True,15,False,False,4,2
control_user_0973,control,2024-11-05,年轻用户,45岁以上,True,2,False,False,7,3
control_user_0974,control,2024-10-14,年轻用户,45岁以上,True,9,False,False,5,2
control_user_0975,control,2024-10-21,年轻用户,25-34岁,False,,False,False,0,0
control_user_0976,control,2024-11-08,年轻用户,45岁以上,False,,False,False,0,0
control_user_0977,control,2024-10-03,年轻用户,18-24岁,True,15,False,False,3,1
control_user_0978,control,2024-10-24,年轻用户,35-44岁,False,,False,False,2,0
control_user_0979,control,2024-10-14,年轻用户,35-44岁,False,,False,False,0,0
control_user_0980,control,2024-10-14,年轻用户,35-44岁,False,,False,False,0,0
control_user_0981,control,2024-11-08,年轻用户,45岁以上,False,,False,False,0,0
control_user_0982,control,2024-10-05,年轻用户,25-34岁,False,,False,False,0,0
control_user_0983,control,2024-11-30,年轻用户,18-24岁,True,9,False,True,2,7
control_user_0984,control,2024-10-05,年轻用户,35-44岁,True,7,True,False,6,9
control_user_0985,control,2024-11-28,年轻用户,18-24岁,False,,False,False,2,0
control_user_0986,control,2024-10-12,年轻用户,45岁以上,True,11,False,False,3,2
control_user_0987,control,2024-10-14,年轻用户,25-34岁,True,9,False,False,3,1
control_user_0988,control,2024-11-15,年轻用户,35-44岁,True,11,False,False,0,1
control_user_0989,control,2024-11-05,年轻用户,45岁以上,False,,False,False,1,0
control_user_0990,control,2024-10-19,年轻用户,18-24岁,True,10,False,False,1,2
control_user_0991,control,2024-10-27,年轻用户,35-44岁,True,7,False,False,2,1
control_user_0992,control,2024-10-06,年轻用户,45岁以上,False,,False,False,0,0
control_user_0993,control,2024-10-29,年轻用户,45岁以上,False,,False,False,0,0
control_user_0994,control,2024-11-08,年轻用户,25-34岁,True,21,False,False,4,3
control_user_0995,control,2024-11-02,年轻用户,18-24岁,False,,False,False,0,0
control_user_0996,control,2024-11-17,年轻用户,25-34岁,True,8,False,False,2,2
control_user_0997,control,2024-11-17,年轻用户,35-44岁,True,12,False,False,4,2
control_user_0998,control,2024-11-01,年轻用户,18-24岁,True,16,False,False,6,2
control_user_0999,control,2024-10-19,年轻用户,18-24岁,True,8,False,False,2,2
control_user_1000,control,2024-10-22,年轻用户,35-44岁,True,8,False,False,0,1
control_user_1001,control,2024-10-17,年轻用户,18-24岁,False,,False,False,0,0
control_user_1002,control,2024-10-28,年轻用户,18-24岁,False,,False,False,3,0
control_user_1003,control,2024-10-02,年轻用户,45岁以上,True,24,False,True,5,1
control_user_1004,control,2024-11-17,年轻用户,45岁以上,True,9,False,False,2,1
control_user_1005,control,2024-11-29,年轻用户,18-24岁,False,,True,False,0,0
control_user_1006,control,2024-11-21,年轻用户,45岁以上,False,,False,True,0,0
control_user_1007,control,2024-10-12,年轻用户,45岁以上,False,,False,False,0,0
control_user_1008,control,2024-10-28,年轻用户,35-44岁,True,11,False,True,4,5
control_user_1009,control,2024-10-20,年轻用户,18-24岁,True,17,False,False,5,1
control_user_1010,control,2024-10-29,年轻用户,18-24岁,False,,False,False,1,0
control_user_1011,control,2024-11-10,年轻用户,35-44岁,False,,False,True,0,0
control_user_1012,control,2024-10-05,年轻用户,45岁以上,True,18,False,False,4,1
control_user_1013,control,2024-11-12,年轻用户,25-34岁,True,13,False,False,2,1
control_user_1014,control,2024-10-10,年轻用户,25-34岁,True,11,False,True,3,1
control_user_1015,control,2024-10-21,年轻用户,25-34岁,False,,False,False,0,0
control_user_1016,control,2024-10-31,年轻用户,45岁以上,False,,True,False,1,0
control_user_1017,control,2024-10-10,年轻用户,18-24岁,False,,False,False,1,0
control_user_1018,control,2024-11-02,年轻用户,45岁以上,False,,True,False,0,0
control_user_1019,control,2024-11-23,年轻用户,45岁以上,False,,False,False,0,0
control_user_1020,control,2024-10-03,年轻用户,45岁以上,False,,False,True,1,0
control_user_1021,control,2024-10-26,年轻用户,35-44岁,False,,False,False,2,0
control_user_1022,control,2024-11-09,年轻用户,45岁以上,False,,False,False,2,0
control_user_1023,control,2024-10-16,年轻用户,25-34岁,False,,False,False,0,0
control_user_1024,control,2024-10-27,年轻用户,18-24岁,True,12,False,False,1,6
control_user_1025,control,2024-11-23,年轻用户,35-44岁,False,,False,False,2,0
control_user_1026,control,2024-10-25,年轻用户,45岁以上,False,,False,False,0,0
